站次,站名_链接,站名,到达时间,开车时间,停留,天数,运行时间,里程,二等_一等座,硬卧上_中_下,软卧上_下
8,http://shike.gaotie.cn/zhan.asp?zhan=%C1%C9%D6%D0,辽中站,15:05,15:16,11分钟,1,4小时37分,635,/,//,"
/
"
9,http://shike.gaotie.cn/zhan.asp?zhan=%C9%F2%D1%F4%B1%B1,沈阳北站,15:49,15:52,3分钟,1,5小时21分,703,/,//,"
/
"
10,http://shike.gaotie.cn/zhan.asp?zhan=%CB%C4%C6%BD%B6%AB,四平东站,16:43,16:56,13分钟,1,6小时15分,883,/,//,"
/
"
11,http://shike.gaotie.cn/zhan.asp?zhan=%B3%A4%B4%BA%CE%F7,长春西站,17:26,17:28,2分钟,1,6小时58分,1001,/,//,"
/
"
12,http://shike.gaotie.cn/zhan.asp?zhan=%B7%F6%D3%E0%B1%B1,扶余北站,18:09,18:18,9分钟,1,7小时41分,1143,/,//,"
/
"
13,http://shike.gaotie.cn/zhan.asp?zhan=%B9%FE%B6%FB%B1%F5%CE%F7,哈尔滨西站,18:46,18:54,8分钟,1,8小时18分,1241,/,//,"
/
"
14,http://shike.gaotie.cn/zhan.asp?zhan=%B1%F6%D6%DD,宾州站,19:30,19:31,1分钟,1,9小时2分,1315,/,//,"
/
"
15,http://shike.gaotie.cn/zhan.asp?zhan=%B7%BD%D5%FD,方正站,20:08,20:09,1分钟,1,9小时40分,1422,/,//,"
/
"
16,http://shike.gaotie.cn/zhan.asp?zhan=%B8%DF%C0%E3,高楞站,20:25,20:26,1分钟,1,9小时57分,1462,/,//,"
/
"
17,http://shike.gaotie.cn/zhan.asp?zhan=%D2%C0%C0%BC,依兰站,20:43,20:45,2分钟,1,10小时15分,1504,/,//,"
/
"
18,http://shike.gaotie.cn/zhan.asp?zhan=%BC%D1%C4%BE%CB%B9,佳木斯站,21:19,终点站,0分钟,1,10小时51分,1591,/,//,"
/
"
1,http://shike.gaotie.cn/zhan.asp?zhan=%B9%FE%B6%FB%B1%F5%CE%F7,哈尔滨西站,始发站,06:56,0分钟,1,0分,0,/,//,"
/
"
2,http://shike.gaotie.cn/zhan.asp?zhan=%B3%A4%B4%BA%CE%F7,长春西站,08:02,08:04,2分钟,1,1小时6分,240,/,//,"
/
"
3,http://shike.gaotie.cn/zhan.asp?zhan=%BF%AA%D4%AD%CE%F7,开原西站,08:55,09:14,19分钟,1,1小时59分,437,/,//,"
/
"
4,http://shike.gaotie.cn/zhan.asp?zhan=%C9%F2%D1%F4%B1%B1,沈阳北站,09:46,09:49,3分钟,1,2小时50分,538,/,//,"
/
"
5,http://shike.gaotie.cn/zhan.asp?zhan=%CC%A8%B0%B2,台安站,10:29,10:30,1分钟,1,3小时33分,637,/,//,"
/
"
6,http://shike.gaotie.cn/zhan.asp?zhan=%BA%F9%C2%AB%B5%BA%B1%B1,葫芦岛北站,11:26,11:33,7分钟,1,4小时30分,804,/,//,"
/
"
7,http://shike.gaotie.cn/zhan.asp?zhan=%C7%D8%BB%CA%B5%BA,秦皇岛站,12:28,12:31,3分钟,1,5小时32分,943,/,//,"
/
"
8,http://shike.gaotie.cn/zhan.asp?zhan=%B1%B1%B4%F7%BA%D3,北戴河站,12:46,12:49,3分钟,1,5小时50分,964,/,//,"
/
"
9,http://shike.gaotie.cn/zhan.asp?zhan=%B1%B1%BE%A9,北京站,14:51,终点站,0分钟,1,7小时55分,1241,/,//,"
/
"
1,http://shike.gaotie.cn/zhan.asp?zhan=%C6%EB%C6%EB%B9%FE%B6%FB%C4%CF,齐齐哈尔南站,始发站,12:54,0分钟,1,0分,0,/,//,"
/
"
2,http://shike.gaotie.cn/zhan.asp?zhan=%B4%F3%C7%EC%B6%AB,大庆东站,13:31,13:33,2分钟,1,37分,131,/,//,"
/
"
3,http://shike.gaotie.cn/zhan.asp?zhan=%B0%B2%B4%EF,安达站,13:42,13:44,2分钟,1,48分,152,/,//,"
/
"
4,http://shike.gaotie.cn/zhan.asp?zhan=%D5%D8%B6%AB,肇东站,14:04,14:06,2分钟,1,1小时10分,217,/,//,"
/
"
5,http://shike.gaotie.cn/zhan.asp?zhan=%B9%FE%B6%FB%B1%F5,哈尔滨站,14:28,14:33,5分钟,1,1小时34分,279,/,//,"
/
"
6,http://shike.gaotie.cn/zhan.asp?zhan=%B9%FE%B6%FB%B1%F5%CE%F7,哈尔滨西站,14:43,14:47,4分钟,1,1小时49分,286,/,//,"
/
"
7,http://shike.gaotie.cn/zhan.asp?zhan=%B7%F6%D3%E0%B1%B1,扶余北站,15:16,15:18,2分钟,1,2小时22分,384,/,//,"
/
"
8,http://shike.gaotie.cn/zhan.asp?zhan=%B3%A4%B4%BA%CE%F7,长春西站,15:58,16:00,2分钟,1,3小时4分,526,/,//,"
/
"
9,http://shike.gaotie.cn/zhan.asp?zhan=%CC%FA%C1%EB%CE%F7,铁岭西站,17:02,17:04,2分钟,1,4小时8分,770,/,//,"
/
"
10,http://shike.gaotie.cn/zhan.asp?zhan=%C9%F2%D1%F4%B1%B1,沈阳北站,17:24,17:27,3分钟,1,4小时30分,824,/,//,"
/
"
11,http://shike.gaotie.cn/zhan.asp?zhan=%BD%F5%D6%DD%C4%CF,锦州南站,18:43,18:45,2分钟,1,5小时49分,1047,/,//,"
/
"
12,http://shike.gaotie.cn/zhan.asp?zhan=%C9%BD%BA%A3%B9%D8,山海关站,19:40,19:42,2分钟,1,6小时46分,1212,/,//,"
/
"
13,http://shike.gaotie.cn/zhan.asp?zhan=%B1%B1%BE%A9,北京站,22:12,终点站,0分钟,1,9小时18分,1527,/,//,"
/
"
1,http://shike.gaotie.cn/zhan.asp?zhan=%B4%F3%C1%AC%B1%B1,大连北站,始发站,09:21,0分钟,0,-1分,0,/,//,"
/
"
2,http://shike.gaotie.cn/zhan.asp?zhan=%CD%DF%B7%BF%B5%EA%CE%F7,瓦房店西站,09:48,09:49,1分钟,0,-1分,78,/,//,"
/
"
3,http://shike.gaotie.cn/zhan.asp?zhan=%BD%F5%D6%DD%C4%CF,锦州南站,11:23,11:25,2分钟,0,-1分,393,/,//,"
/
"
4,http://shike.gaotie.cn/zhan.asp?zhan=%C9%BD%BA%A3%B9%D8,山海关站,12:20,12:27,7分钟,0,-1分,558,/,//,"
/
"
5,http://shike.gaotie.cn/zhan.asp?zhan=%C7%D8%BB%CA%B5%BA,秦皇岛站,12:44,12:47,3分钟,0,-1分,574,/,//,"
/
"
6,http://shike.gaotie.cn/zhan.asp?zhan=%B1%B1%B4%F7%BA%D3,北戴河站,13:03,13:05,2分钟,0,-1分,596,/,//,"
/
"
7,http://shike.gaotie.cn/zhan.asp?zhan=%B1%B1%BE%A9,北京站,15:12,终点站,0分钟,0,-1分,873,/,//,"
/
"
1,http://shike.gaotie.cn/zhan.asp?zhan=%B1%B1%BE%A9,北京站,始发站,14:46,0分钟,1,0分,0,/,//,"
/
"
2,http://shike.gaotie.cn/zhan.asp?zhan=%B1%B1%B4%F7%BA%D3,北戴河站,16:48,16:51,3分钟,1,2小时2分,277,/,//,"
/
"
3,http://shike.gaotie.cn/zhan.asp?zhan=%C7%D8%BB%CA%B5%BA,秦皇岛站,17:09,17:13,4分钟,1,2小时23分,299,/,//,"
/
"
4,http://shike.gaotie.cn/zhan.asp?zhan=%C9%BD%BA%A3%B9%D8,山海关站,17:34,17:37,3分钟,1,2小时48分,315,/,//,"
/
"
5,http://shike.gaotie.cn/zhan.asp?zhan=%CB%E7%D6%D0%B1%B1,绥中北站,18:02,18:14,12分钟,1,3小时16分,378,/,//,"
/
"
6,http://shike.gaotie.cn/zhan.asp?zhan=%D3%AA%BF%DA%B6%AB,营口东站,19:49,19:51,2分钟,1,5小时3分,667,/,//,"
/
"
7,http://shike.gaotie.cn/zhan.asp?zhan=%F6%D1%D3%E3%C8%A6,鲅鱼圈站,20:10,20:12,2分钟,1,5小时24分,724,/,//,"
/
"
8,http://shike.gaotie.cn/zhan.asp?zhan=%B4%F3%C1%AC%B1%B1,大连北站,20:56,终点站,0分钟,1,6小时10分,873,/,//,"
/
"
1,http://shike.gaotie.cn/zhan.asp?zhan=%B1%B1%BE%A9,北京站,始发站,14:46,0分钟,1,0分,0,/,//,"
/
"
2,http://shike.gaotie.cn/zhan.asp?zhan=%B1%B1%B4%F7%BA%D3,北戴河站,16:48,16:51,3分钟,1,2小时2分,277,/,//,"
/
"
3,http://shike.gaotie.cn/zhan.asp?zhan=%C7%D8%BB%CA%B5%BA,秦皇岛站,17:09,17:13,4分钟,1,2小时23分,299,/,//,"
/
"
4,http://shike.gaotie.cn/zhan.asp?zhan=%C9%BD%BA%A3%B9%D8,山海关站,17:34,17:37,3分钟,1,2小时48分,315,/,//,"
/
"
5,http://shike.gaotie.cn/zhan.asp?zhan=%CB%E7%D6%D0%B1%B1,绥中北站,18:02,18:14,12分钟,1,3小时16分,378,/,//,"
/
"
6,http://shike.gaotie.cn/zhan.asp?zhan=%D3%AA%BF%DA%B6%AB,营口东站,19:49,19:51,2分钟,1,5小时3分,667,/,//,"
/
"
7,http://shike.gaotie.cn/zhan.asp?zhan=%F6%D1%D3%E3%C8%A6,鲅鱼圈站,20:10,20:12,2分钟,1,5小时24分,724,/,//,"
/
"
8,http://shike.gaotie.cn/zhan.asp?zhan=%B4%F3%C1%AC%B1%B1,大连北站,20:56,终点站,0分钟,1,6小时10分,873,/,//,"
/
"
1,http://shike.gaotie.cn/zhan.asp?zhan=%B4%F3%C1%AC%B1%B1,大连北站,始发站,09:21,0分钟,0,-1分,0,/,//,"
/
"
2,http://shike.gaotie.cn/zhan.asp?zhan=%CD%DF%B7%BF%B5%EA%CE%F7,瓦房店西站,09:48,09:49,1分钟,0,-1分,78,/,//,"
/
"
3,http://shike.gaotie.cn/zhan.asp?zhan=%BD%F5%D6%DD%C4%CF,锦州南站,11:23,11:25,2分钟,0,-1分,393,/,//,"
/
"
4,http://shike.gaotie.cn/zhan.asp?zhan=%C9%BD%BA%A3%B9%D8,山海关站,12:20,12:27,7分钟,0,-1分,558,/,//,"
/
"
5,http://shike.gaotie.cn/zhan.asp?zhan=%C7%D8%BB%CA%B5%BA,秦皇岛站,12:44,12:47,3分钟,0,-1分,574,/,//,"
/
"
6,http://shike.gaotie.cn/zhan.asp?zhan=%B1%B1%B4%F7%BA%D3,北戴河站,13:03,13:05,2分钟,0,-1分,596,/,//,"
/
"
7,http://shike.gaotie.cn/zhan.asp?zhan=%B1%B1%BE%A9,北京站,15:12,终点站,0分钟,0,-1分,873,/,//,"
/
"
1,http://shike.gaotie.cn/zhan.asp?zhan=%B4%F3%C1%AC%B1%B1,大连北站,始发站,10:36,0分钟,1,0分,0,/,//,"
/
"
2,http://shike.gaotie.cn/zhan.asp?zhan=%C6%D5%CD%E5,普湾站,10:54,10:56,2分钟,1,18分,41,/,//,"
/
"
3,http://shike.gaotie.cn/zhan.asp?zhan=%B8%C7%D6%DD%CE%F7,盖州西站,11:34,11:42,8分钟,1,58分,178,/,//,"
/
"
4,http://shike.gaotie.cn/zhan.asp?zhan=%D3%AA%BF%DA%B6%AB,营口东站,11:53,12:00,7分钟,1,1小时17分,206,/,//,"
/
"
5,http://shike.gaotie.cn/zhan.asp?zhan=%C5%CC%BD%F5,盘锦站,12:28,12:30,2分钟,1,1小时52分,295,/,//,"
/
"
6,http://shike.gaotie.cn/zhan.asp?zhan=%BA%F9%C2%AB%B5%BA%B1%B1,葫芦岛北站,13:19,13:21,2分钟,1,2小时43分,436,/,//,"
/
"
7,http://shike.gaotie.cn/zhan.asp?zhan=%C9%BD%BA%A3%B9%D8,山海关站,14:04,14:08,4分钟,1,3小时28分,558,/,//,"
/
"
8,http://shike.gaotie.cn/zhan.asp?zhan=%C7%D8%BB%CA%B5%BA,秦皇岛站,14:28,14:36,8分钟,1,3小时52分,574,/,//,"
/
"
9,http://shike.gaotie.cn/zhan.asp?zhan=%B1%B1%BE%A9,北京站,16:52,终点站,0分钟,1,6小时16分,873,/,//,"
/
"
1,http://shike.gaotie.cn/zhan.asp?zhan=%B1%B1%BE%A9,北京站,始发站,15:51,0分钟,1,0分,0,/,//,"
/
"
2,http://shike.gaotie.cn/zhan.asp?zhan=%CC%C6%C9%BD%B1%B1,唐山北站,17:00,17:01,1分钟,1,1小时9分,151,/,//,"
/
"
3,http://shike.gaotie.cn/zhan.asp?zhan=%C7%D8%BB%CA%B5%BA,秦皇岛站,18:12,18:14,2分钟,1,2小时21分,299,/,//,"
/
"
4,http://shike.gaotie.cn/zhan.asp?zhan=%C9%BD%BA%A3%B9%D8,山海关站,18:34,18:44,10分钟,1,2小时43分,315,/,//,"
/
"
5,http://shike.gaotie.cn/zhan.asp?zhan=%BA%F9%C2%AB%B5%BA%B1%B1,葫芦岛北站,19:26,19:27,1分钟,1,3小时35分,437,/,//,"
/
"
6,http://shike.gaotie.cn/zhan.asp?zhan=%BD%F5%D6%DD%C4%CF,锦州南站,19:44,19:45,1分钟,1,3小时53分,480,/,//,"
/
"
7,http://shike.gaotie.cn/zhan.asp?zhan=%C5%CC%BD%F5,盘锦站,20:20,20:21,1分钟,1,4小时29分,578,/,//,"
/
"
8,http://shike.gaotie.cn/zhan.asp?zhan=%F6%D1%D3%E3%C8%A6,鲅鱼圈站,21:06,21:07,1分钟,1,5小时15分,724,/,//,"
/
"
9,http://shike.gaotie.cn/zhan.asp?zhan=%CD%DF%B7%BF%B5%EA%CE%F7,瓦房店西站,21:27,21:41,14分钟,1,5小时36分,795,/,//,"
/
"
10,http://shike.gaotie.cn/zhan.asp?zhan=%B4%F3%C1%AC%B1%B1,大连北站,22:09,终点站,0分钟,1,6小时18分,873,/,//,"
/
"
1,http://shike.gaotie.cn/zhan.asp?zhan=%B1%B1%BE%A9,北京站,始发站,15:51,0分钟,1,0分,0,/,//,"
/
"
2,http://shike.gaotie.cn/zhan.asp?zhan=%CC%C6%C9%BD%B1%B1,唐山北站,17:00,17:01,1分钟,1,1小时9分,151,/,//,"
/
"
3,http://shike.gaotie.cn/zhan.asp?zhan=%C7%D8%BB%CA%B5%BA,秦皇岛站,18:12,18:14,2分钟,1,2小时21分,299,/,//,"
/
"
4,http://shike.gaotie.cn/zhan.asp?zhan=%C9%BD%BA%A3%B9%D8,山海关站,18:34,18:44,10分钟,1,2小时43分,315,/,//,"
/
"
5,http://shike.gaotie.cn/zhan.asp?zhan=%BA%F9%C2%AB%B5%BA%B1%B1,葫芦岛北站,19:26,19:27,1分钟,1,3小时35分,437,/,//,"
/
"
6,http://shike.gaotie.cn/zhan.asp?zhan=%BD%F5%D6%DD%C4%CF,锦州南站,19:44,19:45,1分钟,1,3小时53分,480,/,//,"
/
"
7,http://shike.gaotie.cn/zhan.asp?zhan=%C5%CC%BD%F5,盘锦站,20:20,20:21,1分钟,1,4小时29分,578,/,//,"
/
"
8,http://shike.gaotie.cn/zhan.asp?zhan=%F6%D1%D3%E3%C8%A6,鲅鱼圈站,21:06,21:07,1分钟,1,5小时15分,724,/,//,"
/
"
9,http://shike.gaotie.cn/zhan.asp?zhan=%CD%DF%B7%BF%B5%EA%CE%F7,瓦房店西站,21:27,21:41,14分钟,1,5小时36分,795,/,//,"
/
"
10,http://shike.gaotie.cn/zhan.asp?zhan=%B4%F3%C1%AC%B1%B1,大连北站,22:09,终点站,0分钟,1,6小时18分,873,/,//,"
/
"
1,http://shike.gaotie.cn/zhan.asp?zhan=%B4%F3%C1%AC%B1%B1,大连北站,始发站,10:36,0分钟,1,0分,0,/,//,"
/
"
2,http://shike.gaotie.cn/zhan.asp?zhan=%C6%D5%CD%E5,普湾站,10:54,10:56,2分钟,1,18分,41,/,//,"
/
"
3,http://shike.gaotie.cn/zhan.asp?zhan=%B8%C7%D6%DD%CE%F7,盖州西站,11:34,11:42,8分钟,1,58分,178,/,//,"
/
"
4,http://shike.gaotie.cn/zhan.asp?zhan=%D3%AA%BF%DA%B6%AB,营口东站,11:53,12:00,7分钟,1,1小时17分,206,/,//,"
/
"
5,http://shike.gaotie.cn/zhan.asp?zhan=%C5%CC%BD%F5,盘锦站,12:28,12:30,2分钟,1,1小时52分,295,/,//,"
/
"
6,http://shike.gaotie.cn/zhan.asp?zhan=%BA%F9%C2%AB%B5%BA%B1%B1,葫芦岛北站,13:19,13:21,2分钟,1,2小时43分,436,/,//,"
/
"
7,http://shike.gaotie.cn/zhan.asp?zhan=%C9%BD%BA%A3%B9%D8,山海关站,14:04,14:08,4分钟,1,3小时28分,558,/,//,"
/
"
8,http://shike.gaotie.cn/zhan.asp?zhan=%C7%D8%BB%CA%B5%BA,秦皇岛站,14:28,14:36,8分钟,1,3小时52分,574,/,//,"
/
"
9,http://shike.gaotie.cn/zhan.asp?zhan=%B1%B1%BE%A9,北京站,16:52,终点站,0分钟,1,6小时16分,873,/,//,"
/
"
1,http://shike.gaotie.cn/zhan.asp?zhan=%B4%F3%C1%AC%B1%B1,大连北站,始发站,16:50,0分钟,1,0分,0,/,//,"
/
"
2,http://shike.gaotie.cn/zhan.asp?zhan=%F6%D1%D3%E3%C8%A6,鲅鱼圈站,17:33,17:52,19分钟,1,43分,149,/,//,"
/
"
3,http://shike.gaotie.cn/zhan.asp?zhan=%C5%CC%BD%F5,盘锦站,18:36,18:43,7分钟,1,1小时46分,295,/,//,"
/
"
4,http://shike.gaotie.cn/zhan.asp?zhan=%C9%BD%BA%A3%B9%D8,山海关站,20:13,20:17,4分钟,1,3小时23分,558,/,//,"
/
"
5,http://shike.gaotie.cn/zhan.asp?zhan=%C7%D8%BB%CA%B5%BA,秦皇岛站,20:34,20:36,2分钟,1,3小时44分,574,/,//,"
/
"
6,http://shike.gaotie.cn/zhan.asp?zhan=%B1%B1%BE%A9,北京站,22:53,终点站,0分钟,1,6小时3分,873,/,//,"
/
"
1,http://shike.gaotie.cn/zhan.asp?zhan=%B1%B1%BE%A9,北京站,始发站,09:50,0分钟,1,0分,0,/,//,"
/
"
2,http://shike.gaotie.cn/zhan.asp?zhan=%BC%BB%D6%DD,蓟州站,10:32,10:34,2分钟,1,42分,83,/,//,"
/
"
3,http://shike.gaotie.cn/zhan.asp?zhan=%C7%D8%BB%CA%B5%BA,秦皇岛站,12:10,12:12,2分钟,1,2小时20分,299,/,//,"
/
"
4,http://shike.gaotie.cn/zhan.asp?zhan=%C9%BD%BA%A3%B9%D8,山海关站,12:30,12:33,3分钟,1,2小时40分,315,/,//,"
/
"
5,http://shike.gaotie.cn/zhan.asp?zhan=%CB%E7%D6%D0%B1%B1,绥中北站,12:58,12:59,1分钟,1,3小时8分,378,/,//,"
/
"
6,http://shike.gaotie.cn/zhan.asp?zhan=%BD%F5%D6%DD%C4%CF,锦州南站,13:34,13:35,1分钟,1,3小时44分,480,/,//,"
/
"
7,http://shike.gaotie.cn/zhan.asp?zhan=%C5%CC%BD%F5,盘锦站,14:11,14:14,3分钟,1,4小时21分,578,/,//,"
/
"
8,http://shike.gaotie.cn/zhan.asp?zhan=%D3%AA%BF%DA%B6%AB,营口东站,14:43,14:45,2分钟,1,4小时53分,667,/,//,"
/
"
9,http://shike.gaotie.cn/zhan.asp?zhan=%B8%C7%D6%DD%CE%F7,盖州西站,14:56,14:58,2分钟,1,5小时6分,695,/,//,"
/
"
10,http://shike.gaotie.cn/zhan.asp?zhan=%C6%D5%CD%E5,普湾站,15:35,15:36,1分钟,1,5小时45分,832,/,//,"
/
"
11,http://shike.gaotie.cn/zhan.asp?zhan=%B4%F3%C1%AC%B1%B1,大连北站,15:55,终点站,0分钟,1,6小时5分,873,/,//,"
/
"
1,http://shike.gaotie.cn/zhan.asp?zhan=%B1%B1%BE%A9,北京站,始发站,09:50,0分钟,1,0分,0,/,//,"
/
"
2,http://shike.gaotie.cn/zhan.asp?zhan=%BC%BB%D6%DD,蓟州站,10:32,10:34,2分钟,1,42分,83,/,//,"
/
"
3,http://shike.gaotie.cn/zhan.asp?zhan=%C7%D8%BB%CA%B5%BA,秦皇岛站,12:10,12:12,2分钟,1,2小时20分,299,/,//,"
/
"
4,http://shike.gaotie.cn/zhan.asp?zhan=%C9%BD%BA%A3%B9%D8,山海关站,12:30,12:33,3分钟,1,2小时40分,315,/,//,"
/
"
5,http://shike.gaotie.cn/zhan.asp?zhan=%CB%E7%D6%D0%B1%B1,绥中北站,12:58,12:59,1分钟,1,3小时8分,378,/,//,"
/
"
6,http://shike.gaotie.cn/zhan.asp?zhan=%BD%F5%D6%DD%C4%CF,锦州南站,13:34,13:35,1分钟,1,3小时44分,480,/,//,"
/
"
7,http://shike.gaotie.cn/zhan.asp?zhan=%C5%CC%BD%F5,盘锦站,14:11,14:14,3分钟,1,4小时21分,578,/,//,"
/
"
8,http://shike.gaotie.cn/zhan.asp?zhan=%D3%AA%BF%DA%B6%AB,营口东站,14:43,14:45,2分钟,1,4小时53分,667,/,//,"
/
"
9,http://shike.gaotie.cn/zhan.asp?zhan=%B8%C7%D6%DD%CE%F7,盖州西站,14:56,14:58,2分钟,1,5小时6分,695,/,//,"
/
"
10,http://shike.gaotie.cn/zhan.asp?zhan=%C6%D5%CD%E5,普湾站,15:35,15:36,1分钟,1,5小时45分,832,/,//,"
/
"
11,http://shike.gaotie.cn/zhan.asp?zhan=%B4%F3%C1%AC%B1%B1,大连北站,15:55,终点站,0分钟,1,6小时5分,873,/,//,"
/
"
1,http://shike.gaotie.cn/zhan.asp?zhan=%B4%F3%C1%AC%B1%B1,大连北站,始发站,16:50,0分钟,1,0分,0,/,//,"
/
"
2,http://shike.gaotie.cn/zhan.asp?zhan=%F6%D1%D3%E3%C8%A6,鲅鱼圈站,17:33,17:52,19分钟,1,43分,149,/,//,"
/
"
3,http://shike.gaotie.cn/zhan.asp?zhan=%C5%CC%BD%F5,盘锦站,18:36,18:43,7分钟,1,1小时46分,295,/,//,"
/
"
4,http://shike.gaotie.cn/zhan.asp?zhan=%C9%BD%BA%A3%B9%D8,山海关站,20:13,20:17,4分钟,1,3小时23分,558,/,//,"
/
"
5,http://shike.gaotie.cn/zhan.asp?zhan=%C7%D8%BB%CA%B5%BA,秦皇岛站,20:34,20:36,2分钟,1,3小时44分,574,/,//,"
/
"
6,http://shike.gaotie.cn/zhan.asp?zhan=%B1%B1%BE%A9,北京站,22:53,终点站,0分钟,1,6小时3分,873,/,//,"
/
"
1,http://shike.gaotie.cn/zhan.asp?zhan=%B4%F3%C1%AC%B1%B1,大连北站,始发站,14:38,0分钟,1,0分,0,/,//,"
/
"
2,http://shike.gaotie.cn/zhan.asp?zhan=%C6%D5%CD%E5,普湾站,14:57,14:59,2分钟,1,19分,41,/,//,"
/
"
3,http://shike.gaotie.cn/zhan.asp?zhan=%CD%DF%B7%BF%B5%EA%CE%F7,瓦房店西站,15:13,15:30,17分钟,1,35分,78,/,//,"
/
"
4,http://shike.gaotie.cn/zhan.asp?zhan=%F6%D1%D3%E3%C8%A6,鲅鱼圈站,15:53,15:54,1分钟,1,1小时15分,149,/,//,"
/
"
5,http://shike.gaotie.cn/zhan.asp?zhan=%B8%C7%D6%DD%CE%F7,盖州西站,16:05,16:07,2分钟,1,1小时27分,178,/,//,"
/
"
6,http://shike.gaotie.cn/zhan.asp?zhan=%D3%AA%BF%DA%B6%AB,营口东站,16:19,16:21,2分钟,1,1小时41分,206,/,//,"
/
"
7,http://shike.gaotie.cn/zhan.asp?zhan=%C5%CC%BD%F5,盘锦站,16:52,16:54,2分钟,1,2小时14分,295,/,//,"
/
"
8,http://shike.gaotie.cn/zhan.asp?zhan=%BD%F5%D6%DD%C4%CF,锦州南站,17:29,17:31,2分钟,1,2小时51分,393,/,//,"
/
"
9,http://shike.gaotie.cn/zhan.asp?zhan=%CB%E7%D6%D0%B1%B1,绥中北站,18:06,18:07,1分钟,1,3小时28分,495,/,//,"
/
"
10,http://shike.gaotie.cn/zhan.asp?zhan=%C9%BD%BA%A3%B9%D8,山海关站,18:30,18:34,4分钟,1,3小时52分,558,/,//,"
/
"
11,http://shike.gaotie.cn/zhan.asp?zhan=%C7%D8%BB%CA%B5%BA,秦皇岛站,18:51,18:53,2分钟,1,4小时13分,574,/,//,"
/
"
12,http://shike.gaotie.cn/zhan.asp?zhan=%B1%B1%B4%F7%BA%D3,北戴河站,19:08,19:09,1分钟,1,4小时30分,596,/,//,"
/
"
13,http://shike.gaotie.cn/zhan.asp?zhan=%B1%B1%BE%A9,北京站,21:14,终点站,0分钟,1,6小时36分,873,/,//,"
/
"
1,http://shike.gaotie.cn/zhan.asp?zhan=%B1%B1%BE%A9,北京站,始发站,06:55,0分钟,1,0分,0,0/0,0/0/0,0 / 0
2,http://shike.gaotie.cn/zhan.asp?zhan=%CC%C6%C9%BD%B1%B1,唐山北站,08:05,08:07,2分钟,1,1小时10分,151,44.5/52.5,0/0/0,0 / 0
3,http://shike.gaotie.cn/zhan.asp?zhan=%C2%D0%CF%D8,滦县站,08:33,08:35,2分钟,1,1小时38分,208,60.5/72.5,0/0/0,0 / 0
4,http://shike.gaotie.cn/zhan.asp?zhan=%B1%B1%B4%F7%BA%D3,北戴河站,09:07,09:09,2分钟,1,2小时12分,277,81.5/97.5,0/0/0,0 / 0
5,http://shike.gaotie.cn/zhan.asp?zhan=%C7%D8%BB%CA%B5%BA,秦皇岛站,09:26,09:28,2分钟,1,2小时31分,299,87.5/104.5,0/0/0,0 / 0
6,http://shike.gaotie.cn/zhan.asp?zhan=%C9%BD%BA%A3%B9%D8,山海关站,09:46,09:53,7分钟,1,2小时51分,315,92.5/110.5,0/0/0,0 / 0
7,http://shike.gaotie.cn/zhan.asp?zhan=%BA%F9%C2%AB%B5%BA%B1%B1,葫芦岛北站,10:35,10:36,1分钟,1,3小时40分,437,127/153,0/0/0,0 / 0
8,http://shike.gaotie.cn/zhan.asp?zhan=%C5%CC%BD%F5,盘锦站,11:25,11:27,2分钟,1,4小时30分,578,170/208,0/0/0,0 / 0
9,http://shike.gaotie.cn/zhan.asp?zhan=%F6%D1%D3%E3%C8%A6,鲅鱼圈站,12:10,12:12,2分钟,1,5小时15分,724,215/280,0/0/0,0 / 0
10,http://shike.gaotie.cn/zhan.asp?zhan=%CD%DF%B7%BF%B5%EA%CE%F7,瓦房店西站,12:33,12:41,8分钟,1,5小时38分,795,237/315,0/0/0,0 / 0
11,http://shike.gaotie.cn/zhan.asp?zhan=%B4%F3%C1%AC%B1%B1,大连北站,13:08,终点站,0分钟,1,6小时13分,873,261/353.5,0/0/0,0 / 0
1,http://shike.gaotie.cn/zhan.asp?zhan=%B1%B1%BE%A9,北京站,始发站,06:55,0分钟,1,0分,0,0/0,0/0/0,0 / 0
2,http://shike.gaotie.cn/zhan.asp?zhan=%CC%C6%C9%BD%B1%B1,唐山北站,08:05,08:07,2分钟,1,1小时10分,151,44.5/52.5,0/0/0,0 / 0
3,http://shike.gaotie.cn/zhan.asp?zhan=%C2%D0%CF%D8,滦县站,08:33,08:35,2分钟,1,1小时38分,208,60.5/72.5,0/0/0,0 / 0
4,http://shike.gaotie.cn/zhan.asp?zhan=%B1%B1%B4%F7%BA%D3,北戴河站,09:07,09:09,2分钟,1,2小时12分,277,81.5/97.5,0/0/0,0 / 0
5,http://shike.gaotie.cn/zhan.asp?zhan=%C7%D8%BB%CA%B5%BA,秦皇岛站,09:26,09:28,2分钟,1,2小时31分,299,87.5/104.5,0/0/0,0 / 0
6,http://shike.gaotie.cn/zhan.asp?zhan=%C9%BD%BA%A3%B9%D8,山海关站,09:46,09:53,7分钟,1,2小时51分,315,92.5/110.5,0/0/0,0 / 0
7,http://shike.gaotie.cn/zhan.asp?zhan=%BA%F9%C2%AB%B5%BA%B1%B1,葫芦岛北站,10:35,10:36,1分钟,1,3小时40分,437,127/153,0/0/0,0 / 0
